"Gene_A"	"Gene_B"
"RPL19"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL18A"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL6"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL18"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CALCOCO2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CCDC184"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"Q53G83"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"MTUS2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"HMBOX1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"HOMEZ"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"FAM9B"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CBY2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CEP76"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"UBALD1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"ZBTB8A"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"TIFA"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"KXD1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"ARL15"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"PNMA2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"HEL-S-70"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"ANKRD45"	"MAGEA2|MAGEA2B"
"P4HA3"	"MAGEA2|MAGEA2B"
"CEP57"	"MAGEA2|MAGEA2B"
"CEP57L1"	"MAGEA2|MAGEA2B"
"ZNF655"	"MAGEA2|MAGEA2B"
"SEPTIN5"	"MAGEA2|MAGEA2B"
"TRIM31"	"MAGEA2|MAGEA2B"
"SEPT5"	"MAGEA2|MAGEA2B"
"APPL1"	"MAGEA9|MAGEA9B"
"LGALS7|LGALS7B"	"LGALS7|LGALS7B"
"DEFA1|DEFA1B"	"DEFA1|DEFA1B"
"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"H3-3A|H3-3B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"EP300"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"BPTF"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TP53BP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HDAC1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TWIST1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RBBP7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HIST3H3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"JMJD6"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ATAD2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HIST2H3A|HIST2H3C|HIST2H3D"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SIAH1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HJURP"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SETD7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ESR2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DPF3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CREBBP"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KAT6A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KAT2A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KAT2B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KAT5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TONSL"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"NSD1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PRMT6"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PRMT1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KAT8"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KAT14"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"BRD9"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KMT5A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ASF1B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SIRT5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TERF2IP"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DAXX"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ASF1A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SUPT16H"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"NCOA3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TP53BP2"	"H2BC4|H2BC6|H2BC7|H2BC8|H2BC10"
"SIRT5"	"H2BC4|H2BC6|H2BC7|H2BC8|H2BC10"
"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CBX1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MLLT1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KMT2A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"RBBP4"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"EP300"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"BPTF"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"TP53BP1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CHAF1A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CHAF1B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CBX3"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MORC3"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CHD4"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SETDB1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"BRD3"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"EZH2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ZCWPW2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"PHF19"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KDM4D"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CARM1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ZDHHC17"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SIRT2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SIRT6"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KDM1B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KDM2B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"IPO4"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SETD7"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"FBLIM1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KAT6B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"DPF3"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CREBBP"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KAT6A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KAT2A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KAT2B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"FGF14"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"TNPO1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"AURKB"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"EHMT2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"UHRF1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"DIDO1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"PHF20"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SETD2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"EHMT1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ASH1L"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ASF1B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SIRT5"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"YEATS2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ING4"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"TRIM33"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"PHF8"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SETD1B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ASF1A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"HDGFL3"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MTF2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SUPT16H"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"HBA1|HBA2"	"HBA1|HBA2"
"UBE3A"	"HBA1|HBA2"
"ATP6AP1"	"HBA1|HBA2"
"CCDC57"	"HBA1|HBA2"
"KRT40"	"HBA1|HBA2"
"AHSP"	"HBA1|HBA2"
"DAXX"	"HBA1|HBA2"
"UBQLN1"	"CTAG1A|CTAG1B"
"MORC3"	"H3-3A|H3-3B"
"GLYR1"	"H3-3A|H3-3B"
"KMT2E"	"H3-3A|H3-3B"
"KDM1B"	"H3-3A|H3-3B"
"TONSL"	"H3-3A|H3-3B"
"EHMT2"	"H3-3A|H3-3B"
"UHRF1"	"H3-3A|H3-3B"
"SETD2"	"H3-3A|H3-3B"
"NSD3"	"H3-3A|H3-3B"
"ASF1B"	"H3-3A|H3-3B"
"DAXX"	"H3-3A|H3-3B"
"BAAT"	"GOLGA8F|GOLGA8G"
"BEX5"	"GOLGA8F|GOLGA8G"
"PDE4DIP"	"GOLGA8F|GOLGA8G"
"HDDC3"	"GOLGA8F|GOLGA8G"
"USHBP1"	"GOLGA8F|GOLGA8G"
"KCTD6"	"GOLGA8F|GOLGA8G"
"SPAG5"	"GOLGA8F|GOLGA8G"
"CDC5L"	"GOLGA8F|GOLGA8G"
"SSX2IP"	"GOLGA8F|GOLGA8G"
"MRFAP1"	"GOLGA8F|GOLGA8G"
"RBMY1F|RBMY1J"	"RBMY1F|RBMY1J"
"ZNF385C"	"RBMY1F|RBMY1J"
"DAAM2"	"RBMY1F|RBMY1J"
"AEN"	"RBMY1F|RBMY1J"
"PRPF31"	"RBMY1F|RBMY1J"
"YTHDC1"	"RBMY1F|RBMY1J"
"RAMAC"	"RBMY1F|RBMY1J"
"APOBEC3C"	"RBMY1F|RBMY1J"
"RASD1"	"RBMY1F|RBMY1J"
"PCDHB14"	"RBMY1F|RBMY1J"
"KRT40"	"SSX2|SSX2B"
"TAX1BP1"	"SSX2|SSX2B"
"SYCE1"	"SSX2|SSX2B"
"ZMIZ2"	"SSX2|SSX2B"
"RAB3IP"	"SSX2|SSX2B"
"AKAP9"	"SSX2|SSX2B"
"BLZF1"	"SSX2|SSX2B"
"MAGEC2"	"SSX2|SSX2B"
"SSX2IP"	"SSX2|SSX2B"
"SMN1|SMN2"	"SMN1|SMN2"
"IMMT"	"SMN1|SMN2"
"ZXDC"	"SMN1|SMN2"
"Q59HD9"	"SMN1|SMN2"
"RBM48"	"SMN1|SMN2"
"LRIF1"	"SMN1|SMN2"
"RIF1"	"SMN1|SMN2"
"PDE4DIP"	"SMN1|SMN2"
"JADE1"	"SMN1|SMN2"
"MAST2"	"SMN1|SMN2"
"WDR73"	"SMN1|SMN2"
"CRELD2"	"SMN1|SMN2"
"TUBA1A"	"SMN1|SMN2"
"COPS6"	"SMN1|SMN2"
"RBBP6"	"SMN1|SMN2"
"FAM20C"	"SMN1|SMN2"
"SMC5"	"SMN1|SMN2"
"TRMT2A"	"SMN1|SMN2"
"FAM9B"	"SMN1|SMN2"
"ARFGAP1"	"SMN1|SMN2"
"FLAD1"	"SMN1|SMN2"
"GEMIN5"	"SMN1|SMN2"
"ZNF431"	"SMN1|SMN2"
"ESR2"	"SMN1|SMN2"
"EXT2"	"SMN1|SMN2"
"FUBP1"	"SMN1|SMN2"
"REX1BD"	"SMN1|SMN2"
"WDYHV1"	"SMN1|SMN2"
"DOCK7"	"SMN1|SMN2"
"KLHL5"	"SMN1|SMN2"
"LENG8"	"SMN1|SMN2"
"SDF4"	"SMN1|SMN2"
"INPP5K"	"SMN1|SMN2"
"HNRNPUL1"	"SMN1|SMN2"
"WDR18"	"SMN1|SMN2"
"MRPL37"	"SMN1|SMN2"
"CCDC90B"	"SMN1|SMN2"
"ADAMTS10"	"SMN1|SMN2"
"GEMIN7"	"SMN1|SMN2"
"SP110"	"SMN1|SMN2"
"DUS2"	"SMN1|SMN2"
"NKIRAS2"	"SMN1|SMN2"
"SEMA5B"	"SMN1|SMN2"
"DDX20"	"SMN1|SMN2"
"VPS28"	"SMN1|SMN2"
"BLOC1S6"	"SMN1|SMN2"
"KMT2B"	"SMN1|SMN2"
"AGAP1"	"SMN1|SMN2"
"CARHSP1"	"SMN1|SMN2"
"MED31"	"SMN1|SMN2"
"STRAP"	"SMN1|SMN2"
"CHTOP"	"SMN1|SMN2"
"CSAD"	"SMN1|SMN2"
"UPI000013CFCA"	"SMN1|SMN2"
"PDE4DIP"	"FAM74A4|FAM74A6"
"KRT40"	"FAM74A4|FAM74A6"
"HMBOX1"	"FAM74A4|FAM74A6"
"NOTCH2NLA"	"FAM74A4|FAM74A6"
"PHC2"	"FAM74A4|FAM74A6"
"EMG1"	"FAM74A4|FAM74A6"
"RPGRIP1"	"FAM74A4|FAM74A6"
"LZTS2"	"FAM74A4|FAM74A6"
"KRTAP4-2"	"FAM74A4|FAM74A6"
"CEP44"	"FAM74A4|FAM74A6"
"RNF2"	"HIST2H2AA3|HIST2H2AA4"
"DZIP3"	"GTF2H2C|GTF2H2C_2"
"DOT1L"	"HIST2H3A|HIST2H3C|HIST2H3D"
"HASPIN"	"HIST2H3A|HIST2H3C|HIST2H3D"
"KAT2B"	"HIST2H3A|HIST2H3C|HIST2H3D"
"EHMT2"	"HIST2H3A|HIST2H3C|HIST2H3D"
"PRMT6"	"HIST2H3A|HIST2H3C|HIST2H3D"
"UHRF1"	"HIST2H3A|HIST2H3C|HIST2H3D"
"ASF1B"	"HIST2H3A|HIST2H3C|HIST2H3D"
"SIRT5"	"HIST2H3A|HIST2H3C|HIST2H3D"
"DNMT3B"	"HIST2H3A|HIST2H3C|HIST2H3D"
"ING1"	"HIST2H3A|HIST2H3C|HIST2H3D"
"ASF1A"	"HIST2H3A|HIST2H3C|HIST2H3D"
"KDM2A"	"HIST2H3A|HIST2H3C|HIST2H3D"
"SPIN1"	"HIST2H3A|HIST2H3C|HIST2H3D"
"PARP3"	"HIST2H3A|HIST2H3C|HIST2H3D"
"ATRIP"	"FAM156A|FAM156B"
"TFIP11"	"FAM156A|FAM156B"
"SLC30A2"	"CCL4L1|CCL4L2"
"HSFY1|HSFY2"	"HSFY1|HSFY2"
"RBFOX1"	"HSFY1|HSFY2"
"DUSP10"	"SLX1A|SLX1B"
"SETBP1"	"XAGE1A|XAGE1B|XAGE1C|XAGE1D|XAGE1E"
"SETBP1"	"SPANXA1|SPANXA2"
"HSFX1|HSFX2"	"HSFX1|HSFX2"
"CDY2A|CDY2B"	"CDY2A|CDY2B"
"CDY1|CDY1B"	"CDY1|CDY1B"
"PTPN6"	"MIR|CL-10"
"LILRA3"	"MIR|CL-10"
"PIK3R2"	"BCR/ABL|FUSION"
"INPPL1"	"BCR/ABL|FUSION"
"CBL"	"BCR/ABL|FUSION"
"SHC1"	"BCR/ABL|FUSION"
"CRK"	"BCR/ABL|FUSION"
"UBASH3B"	"BCR/ABL|FUSION"
"AP2M1"	"BCR/ABL|FUSION"
"APP"	"VCY|VCY1B"
"APEX1"	"SERF1A|SERF1B"
"IRF1"	"IFNA1|IFNA13"
"PTPN20"	"PRH1|PRH2"
"PRKAR2B"	"AMY1A|AMY1B|AMY1C"
"KIR2DS2"	"AMY1A|AMY1B|AMY1C"
"UCP2"	"AMY1A|AMY1B|AMY1C"
"GTF2B"	"AMY1A|AMY1B|AMY1C"
"DUSP4"	"AMY1A|AMY1B|AMY1C"
"MAB21L1"	"AMY1A|AMY1B|AMY1C"
"RCAN2"	"AMY1A|AMY1B|AMY1C"
"RASSF6"	"AMY1A|AMY1B|AMY1C"
"CAMK1D"	"AMY1A|AMY1B|AMY1C"
"TRAPPC12"	"AMY1A|AMY1B|AMY1C"
"UBL7"	"AMY1A|AMY1B|AMY1C"
"ACTR8"	"AMY1A|AMY1B|AMY1C"
"RIPK3"	"AMY1A|AMY1B|AMY1C"
"PRKCB"	"H2AC4|H2AC8"
"ITGA4"	"H2AC4|H2AC8"
"TNFRSF1A"	"H2AC4|H2AC8"
"NFKB1"	"H2AC4|H2AC8"
"ELK4"	"H2AC4|H2AC8"
"MCM2"	"H2AC4|H2AC8"
"RPS6KA3"	"H2AC4|H2AC8"
"SUMO1"	"H2AC4|H2AC8"
"CUL1"	"H2AC4|H2AC8"
"CUL4A"	"H2AC4|H2AC8"
"CUL4B"	"H2AC4|H2AC8"
"RALBP1"	"H2AC4|H2AC8"
"NEDD8"	"H2AC4|H2AC8"
"VIRMA"	"H2AC4|H2AC8"
"CAND1"	"H2AC4|H2AC8"
"COPS5"	"H2AC4|H2AC8"
"CUL5"	"H2AC4|H2AC8"
"MYLK2"	"H2AC4|H2AC8"
"CAMK2A"	"H2AC4|H2AC8"
