gene_name	log2FC
PYGL	-1.27836862913046
PLEK2	1.41930086740153
SAMD15	1.14561501770878
CHGA	4.37591109620276
SIX4	1.58408985289872
SLC8A3	-1.01096056433595
EMC9	1.19846682828576
PSME2	1.23392689820351
SIRPG	1.61220477712951
MYBL2	3.83398009386965
R3HDML	1.33528405496602
SALL4	2.866960482085
EEF1A2	3.45242404786856
PTK6	1.96018790058876
SRMS	2.38284499986016
TRIB3	1.66616116329615
SLC52A3	1.34032807476921
RSPO4	1.22963405229681
PROKR2	2.00113997535452
LBP	1.02996488413951
SLC32A1	1.8121912372945
CST4	7.70858239874603
WFDC2	1.08609376352353
FAM83D	3.46538452608337
RNF125	-1.29898719353548
NOX1	1.00942195408089
MXRA5	1.12295757656847
VSIG1	1.38328984639043
STS	-1.19710800562079
RHOXF1	-2.64869340356531
GUCY2F	1.16508404554603
PCSK1N	2.99542022512317
GPR50	-2.37792488715643
TIMP1	1.15059605906038
ITIH6	1.3650669647064
MAGED2	1.24665363588645
SGCG	-2.77062251615412
NTHL1	1.28422115693464
ORC6	1.94197643554374
CORO1A	1.11272068108242
CBLN1	-1.12116354139096
CCL17	1.81574025261121
NME3	1.53623752301607
HAS3	-2.89112737216016
ANTKMT	1.85085922588075
METRN	2.39412695779915
RHBDL1	2.64410058172126
CRYM	1.26881365223532
CAPN15	1.02640095017712
TOX3	1.51701739065811
MAZ	1.45961957664993
TMC5	1.21571880300127
SLC6A2	-1.06623940551196
KNOP1	1.02822501283341
RASL12	-1.08999207614325
CEMIP	3.36253502983361
OIP5	2.55416259074556
TG	1.41879595192307
RP1	1.59179824252466
SFRP1	-2.55861704381192
DKK4	-1.42733741131686
GDAP1	1.01129756017431
CCN4	3.65286031694638
TRPS1	1.27503775614646
NCALD	-1.4057590761219
PYCR3	1.80524757209901
HOMER3	1.25858592250429
PLAUR	1.70832096998131
STXBP2	1.36840895832575
TULP2	-1.21968734166906
DHDH	1.48014546015361
PPP1R37	1.18309080990256
SLC17A7	-1.68471670151459
RNASEH2A	1.78498731422278
AMH	2.79264360959933
RETN	1.35567637301559
SLC1A6	1.09816536259531
CLC	-1.16124279413696
TBCB	1.03967059343825
FSD1	2.18337143615292
APLP1	2.46813132893261
CD79A	1.08277208455367
CEACAM5	5.04949981166651
CNFN	1.2611137016077
HAS1	-2.28017111524003
RAB3D	1.03055815859768
RASIP1	-1.39602236942638
FGF21	3.16141366950079
CACNG7	1.13881069920079
SLC5A5	1.28501799093484
PIK3R2	1.16944172446245
RAB3A	1.39050818432186
PSENEN	1.11890876175155
COMP	4.41611882425672
UPK1A	2.13379993590819
GAPDHS	1.32167161500841
SIPA1L3	1.09840780478602
HGF	-1.00443417259932
CPA2	-2.40772558932784
CPA4	1.16373276715632
DLX5	2.33956984956656
CAV2	-2.84179828417123
HOXA2	-2.10094587184752
HOXA5	-2.3722035987379
HOXA6	-2.18396649422354
EVX1	1.55316734357714
ABHD11	1.33925827199057
STX1A	1.49947519784761
CCL24	-2.05999846247735
TFR2	2.77827666337361
MEST	-1.66329961633189
RARRES2	-1.45866400954171
AEBP1	1.15453362051663
MYL7	-1.17373730457722
PRUNE2	-1.36038750416237
ELAVL2	2.5120716181893
C8G	1.25335534551301
VIM	-1.4238631952491
CDH23	-1.9224907092689
ACTA2	-1.54949857412591
DNAJC12	2.05455473373562
MPO	-1.05183117966584
SLC25A39	1.15644728109845
P2RX5	2.41550201659176
RUNDC3A	2.23895222337951
CSF3	-3.71291584412837
KRT37	3.26236763079853
HOXB6	1.56427438857396
RASD1	-1.59191707333608
ALDH3A1	-1.53207812489573
SYNGR2	1.19053788564109
ASIC2	1.60698200092668
CCL2	-1.12269854026916
CCL1	1.84371801442696
CCL13	-2.02223926360204
COL1A1	2.26484563857544
LRRC59	1.30123433005274
CACNG1	2.93805356225074
HLF	-2.85946970088925
EFNB3	-1.1699531651931
MYH1	-2.80120531615704
VTN	1.23027595030819
TMEM97	1.51444786388098
ALDOC	-1.9297211309259
IBSP	6.94651723209159
JADE1	-1.08859417766608
AFP	-1.32280389519692
PHOX2B	1.90994085425736
CWH43	2.20965282953013
PF4V1	-1.17015393503329
FAM149A	-2.13313209288257
CRYAB	-2.88218220254823
UNC93B1	1.00101413121197
ST3GAL4	1.04546254126624
CCND1	1.30761893536279
APOA5	1.87899409187443
APOC3	2.78572374646276
SCGB2A2	1.48786006771576
DGAT2	-3.37545320973871
SYT10	1.19363518879709
CYP27B1	1.59802783808117
MYL2	-1.32837178197816
RAD51AP1	2.27711052944887
OAS3	1.54171002147379
ART4	-1.22830070653146
RERGL	-2.85643622569548
ENDOU	-1.03946200695308
IFNG	1.83559920506187
TIMELESS	1.50482099362859
GAPDH	1.19972110902678
CDCA3	2.95634915691611
ENO2	1.5185110389818
APOBEC1	2.30834672931231
IYD	1.68861893534936
NCOA7	-1.04171478631024
ULBP1	1.39751103004602
SLC44A4	2.52789362804369
GPLD1	-2.17583951908353
UNC93A	3.38591832934443
C6orf118	2.32927246476819
DNPH1	1.10772627692563
TTK	2.85826945206916
LAMA4	-1.51489038018677
ENPP5	1.30243163859515
POU4F3	1.19613557980298
GHR	-3.09547806386606
HBEGF	-1.12111296920531
GZMK	1.49051128232812
HAND1	1.52271130999639
PCDHB15	-1.14992851176541
IL12B	1.3542112869206
AGXT2	1.27952332076446
PRLR	1.21729337407022
NR3C1	-1.70263621012789
SEMA3G	-2.87006358341154
ZMYND10	2.49912902244361
EHHADH	-1.04585136311771
BCL6	-1.1376694659262
RBP2	2.17761492723853
RBP1	1.09202429860611
PFKFB4	1.32192672534293
ECT2	1.86782675296175
GNAT1	1.78759069825803
CYB561D2	1.02189203412068
AADAC	-3.78139448092616
CPS1	-1.08159919676076
TFPI	-1.47357640602002
SLC11A1	1.24040557827397
APOB	-5.43598306600556
RTKN	1.06178695059592
CENPA	3.24628343857274
REEP6	1.21422337431218
TLX2	2.23190941745848
ACADL	-3.25663176478027
REG1A	2.99378027573283
HSPE1	1.17488461705851
AZU1	1.53629764173274
PASK	1.11890518791608
PROC	2.70418465966108
DLX2	2.1292859628872
PRTN3	1.56223688737504
KISS1R	4.09983044118169
GRIN3B	1.16682375068028
VAX2	1.17878355303646
CDC7	1.78818796177837
CLCA1	-1.22206465821689
BCL9	1.26306136179788
TPSG1	2.40721235441503
ANGPTL1	-3.04070251643649
OPRD1	1.7928597376307
DLGAP3	1.60514220990899
RGS2	-1.97370427193101
DENND1B	1.24785320816285
KDM5B	1.02515159321243
ATP6V0B	1.3616351697947
SELL	1.3296676237142
GRHL3	1.24615024422444
CTSD	1.28663072544868
A4GNT	-1.2439160973272
MMP8	1.24576874682297
APOA1	2.36087153973545
SLC8A2	2.34599790798923
NR5A2	-1.30771020316322
FCRLA	1.63341216684442
TTR	1.44271062748025
B4GALT6	-1.17829790296835
FILIP1	-1.58345580166663
ZC2HC1B	-1.73734966470027
SGK1	-1.40141930858216
TCF21	-2.14544590729098
GHRH	2.01827135669578
PKD2	-1.44926559149025
ABCG2	-1.44199378660748
SPP1	2.32038551567356
STBD1	-1.93695703642728
ADH6	-1.13663904524102
FGF23	1.38343783140084
ECRG4	-2.93726735049314
ITGB1BP1	-1.374574499155
RHOQ	-1.62730119862895
ADGRB3	-1.32919788939626
HELLS	1.71562852636249
KCNIP2	-5.17737419997073
HOXB5	1.91516656271399
HOXB1	2.08857450370713
DUSP1	-2.02595912910372
INSL4	1.03042507440097
ARAP3	-1.21223097288543
SLC25A2	1.23044028808541
EGR1	-2.68955394400053
CHRNA2	-1.41490633197786
DLX4	2.06796593809636
TEX14	1.66720385685495
NCAPH	2.78218567132888
MND1	2.66897693241884
KCNJ8	-1.07019404723646
KALRN	-1.03485277234421
DEPDC7	1.13610648453928
CAT	-2.0559879176851
GJB6	1.0727944796442
GJA3	2.2768447545887
GHSR	1.34777397899462
CPXM2	-1.3382804525123
GSTM2	-1.09255027334485
CXCR4	1.12542892427159
FLT3	1.31603105908335
RASL11A	-1.06199789521593
MYOG	2.51071717787204
OPN4	-1.52019340842407
ETV1	-1.02255458150779
EEPD1	-1.69513281894738
NPY	1.35987434656707
HOXA7	-1.84768794725474
INHBA	3.40756908567567
TWIST1	-1.15016171510298
DNAI1	1.35981637421959
DCAF10	1.03704974267313
NEUROG3	1.32501551098982
EGR2	-2.16171096929244
ACADS	-1.36051001532845
BHLHE41	-1.15082553531676
SSPN	-1.66257131814377
DDX39A	1.50547668713204
CCDC70	1.45253936081068
ATP7B	1.07032278627322
CENPK	1.7374801048988
NEUROD4	2.47374740039665
NR4A1	-1.91852973673139
PDE1B	-1.77644589497367
HOXC13	2.97845651997415
LRP1	-1.64139206619799
HOXC11	3.59094877821706
HOXC12	4.111109397724
RHCE	1.1932441973533
COL10A1	7.11547661137777
TCEAL3	1.07692362943937
MAGEA9	3.94021494170193
ACVR1C	-5.23736707895118
KCNJ2	-1.33509301032526
CHPF	1.45716642487468
INHA	1.84501587359145
FAM124B	-1.25054740759627
UBE2C	4.16928606276001
SLC12A5	1.80338451664782
PTGIS	-1.9684694338606
MAGEA10	1.02868318729216
IL9R	1.90172253592073
IL17C	2.78951644380731
LIPE	-4.53129050227978
PSG9	1.02944416227403
HIF3A	-2.94371106524988
LYPD3	1.091978520647
RNF39	-1.42624089430734
DST	-2.2968307485825
PACSIN1	2.70786154093614
BTN1A1	-1.77833670041391
H1-3	3.4692106545519
H4C6	3.80137168486328
H1-1	3.7376735931416
OR2B6	4.51812343022532
TREM1	1.23617879938629
NRN1	-2.21333292577655
TRIM51	1.571112414021
SCGB2A1	1.20001652992547
SLC10A2	1.27088200998857
MYH2	-1.16277067045298
MBOAT7	1.43109299812742
C3	-1.10444738087993
CFAP61	1.46415369690709
CDC25B	1.17778794918692
CD93	-1.02767400587953
LAMP5	2.91650944572708
TCF15	-1.62292471468524
OTOR	3.15120389792145
FAM110A	1.51589937971079
SCRT2	2.56430579521169
RAD21L1	2.5055274757459
TLE6	1.59893547361166
CITED1	-1.67720752090342
NECAB3	1.40508074964997
C20orf173	1.11603232049103
SLURP1	2.85552116125807
IGFLR1	1.02751488947772
KRT35	2.01274484450902
KRT38	2.51511822595298
CCR7	1.79515060870921
BCL2L12	1.28253607447872
TSKS	-1.50064525514792
CSN1S1	-3.5245218299828
WNK4	1.38690212541987
SLC35A2	1.33036768682482
CFP	-1.15728680384529
DLGAP5	3.30256058614268
TBPL2	1.04919353703891
CTAG2	2.82945414394777
MAGEC2	5.54093943279332
PYCARD	1.93312972896645
TRAF2	1.20630782161284
COL14A1	-1.59098576808045
KIF17	-1.02667024432319
KLF2	-1.50658952266763
OR7C1	-1.50909841800436
JPT2	1.29954410487217
GFER	1.17379157969653
SYNGR3	3.14490782945155
RAB40C	1.05755928277376
GNG13	5.18503858294277
VIL1	2.90938628222379
HSPB1	1.58158850718405
GNG11	-2.18007571381207
GNGT1	4.03147221056862
FGL2	-1.21163973362283
LRFN1	1.59699709777763
RASL11B	1.7838383943657
GCAT	1.10115649762468
SEZ6L	2.60386668952026
VPREB3	1.74874285909094
SDF2L1	1.50417310558952
RFPL2	1.40541783189659
MCHR1	1.55055758679553
GALR3	1.59332730601955
APOL5	-1.18447585766837
C22orf23	-1.01660932791612
APOBEC3A	1.47483319258896
VGF	4.96448786277674
STRIP2	1.202792614715
TMOD2	-1.07335162320119
ALDH1A2	-2.64134952806364
KNSTRN	1.17861238786415
AMOTL2	-1.47286850014207
ACKR4	-1.61330734554632
MYOD1	1.76119866784819
E2F8	3.28092064009361
PIMREG	3.00185483766404
TXNDC17	1.0587733669965
ATP1B2	-1.37009729574304
LRRC6	1.35980320928656
AP1M2	1.55935504836922
CLEC11A	1.45316466420647
KLK12	2.08466473870743
DHRS2	2.60312598482786
FOXA1	1.82059848906772
EGLN3	1.62426699252265
CDO1	-3.65591789840498
ARHGEF6	-1.4272712999251
ART1	1.94727091589472
RPS4Y1	-1.53117615785323
DAZL	2.05782992209069
PGAP6	1.323481855836
MYO16	-1.61815598203114
SAMD4A	-1.63929372629261
CLSPN	2.53151623385995
HCN2	3.71130754936723
SLX1A	2.06178886563476
TUBG1	1.07743378055922
CFHR4	3.03337396018256
MAST1	1.50231982486319
NCAPG	2.85312521461399
UGT2A3	1.44623400940097
HBA2	-4.77223410053881
PDGFRL	-1.19488297057662
KRT31	2.52095415356107
SPAG1	1.34332062521386
TDRD1	1.54915125844765
TYMP	1.8852226357841
C20orf194	-1.19140058658314
MYH13	1.14338726559601
MICB	1.24782147769509
KRT5	-1.70643843398018
KRT1	1.55110032920155
KRT75	3.49819473363191
GAMT	1.04399579103153
KCNA6	-1.64711466547462
KCNA5	-1.22765176540642
PSMG3	1.16945455966833
STARD8	-1.03006426164294
FAM155B	1.60310877367743
ANGPTL8	-3.86799666478893
CNN1	-3.13311440807667
NECTIN2	1.31348425711606
TOMM40	1.22780293835151
GADD45G	1.38839616639411
NCAN	4.29730388484985
BST2	1.35619990470633
USHBP1	-1.55858994919884
LSM7	1.00308834340639
FUT5	1.79540633294866
EPO	3.22101141190658
ARPC1B	1.06947475880592
CACNG6	3.32690266140711
UNC13A	3.01690806004438
GDF15	2.39129429317666
LSM4	1.40043451013027
HRC	-1.20876272180518
CALY	2.11152604977534
HBZ	-1.47945565252376
MNX1	3.23560229736255
CEP85	1.06040177800104
GATA5	4.25536188936444
RBBP8NL	1.62093203388972
PRDM12	1.694944478289
ANGPTL6	1.53302992483986
SLC7A10	-4.74776909700465
NUTM2F	1.96332477159652
AKAP12	-2.69339574319234
BPIFB1	3.27474260339361
BPIFA2	3.66471178781118
ACSS2	-1.71131548177864
EDA2R	-1.01091084655159
C1QL1	1.05879538137352
GFAP	-2.23952796201173
CCL25	1.92460074554798
GINS2	2.10888372250332
F12	2.86356233756288
PDLIM4	-1.10708720220336
PSMC3IP	1.05406655031915
AOC2	-2.2779682477746
PCDHGA3	-1.68559918249506
THOC6	1.10086762375216
BARX1	1.92829348337593
CKMT2	-2.2926035922832
KRT15	-1.51057362021419
TNS4	-1.55759611281294
RARA	1.22750549782674
LIN28A	1.7640623911464
SDC1	1.92712529404754
SLC6A11	1.23636219612754
NUP210	1.91062148995235
HSD17B7	1.22959820920327
EMILIN2	-1.38485839540091
OC90	2.80686034665029
PER2	-1.20053433693104
RAMP1	3.04315562188117
CARD6	-1.21448215916928
SERPINF1	-1.32380047195132
JCHAIN	-1.94068204859749
SLC52A1	1.09845335057068
CLEC10A	-1.25929824856454
MATN2	-2.51546871789396
HSPA12B	-1.36275686029454
TESMIN	1.93709940309896
DMGDH	-2.71015343153258
BHMT2	-3.07644924854019
SYT4	2.52443892521384
SLC14A2	-1.47111322678083
MYH4	1.25404875226049
PEMT	-1.05777904780507
MYBPH	1.52296213055425
LGR6	-1.31410330532159
SLC39A11	1.43397599818284
KMT5C	1.0589544747012
HSPBP1	1.0278956968881
LGALS12	-4.53970957543529
PLAAT4	1.38315619304183
PLAAT2	1.60265249137399
ZNF679	1.57676469953976
DYDC2	1.77696169347861
TMTC1	-2.17946754531456
PMP2	-1.63868798499483
FABP4	-4.9297975164901
LYVE1	-4.96717520320555
MICAL2	1.50437432668483
RRAS2	-1.03575494937125
TEX15	2.14824851952747
VRTN	1.0546025959384
ADAMDEC1	3.10244894657915
CTIF	-1.16328731977162
CCNB1	2.56375568421928
CAMK1	-1.39464632298274
CHL1	-2.97852329482124
TRPM1	-1.29983116651375
REG4	2.24208252700543
TSHB	-1.91169167071274
GSTM5	-3.79770210065782
LPIN1	-1.00968031827487
CMPK2	1.32489900443507
SAA2	-3.0243234150057
ANO3	-1.60986547883009
RAX	2.57636994736872
EMP1	-1.89571957262866
SPX	-5.20369408323398
MTNR1B	1.87001119307974
SPOCD1	2.35082566437614
DSC1	-2.60138884752502
FHOD3	-1.35549310033428
AHNAK	-1.55104752230848
CBLIF	2.18110602654047
FADS2	1.60254605387253
PDGFRA	-1.38773805434204
ADAMTS8	-1.15885686453389
KLB	-4.39072613762469
SEMA6A	-1.21259006401821
NREP	1.25408368980375
ANXA1	-2.35327400787976
FAM189A2	-2.13735461070491
ADAM19	1.705133209328
SDS	2.26611144053875
MSI1	1.06682904887435
OASL	2.32998594530069
RNFT2	1.73813623034647
DTX1	-2.47359691104005
UPK3B	1.05022429550837
MDFIC	-1.25492322122994
BACH2	-1.33432256874556
NT5E	-1.26724777084705
LMO2	-1.20682098758994
ELF5	-1.1126988924797
LACRT	1.72096002284015
ITGA7	-3.67099378983903
RDH5	-4.26412220930365
KRT85	1.91121690898957
PPP1R1A	-3.93843019778994
TROAP	3.47681252833288
ESPL1	2.63076757873558
PKIB	1.82838342858508
EMX1	3.54082805679389
RGS8	2.20452882026094
LAMC1	-1.13946127360851
CHRND	2.01770541346536
PAX3	-1.33911587776305
SLC19A3	-4.92184795660168
TMBIM1	-1.1438051486637
EDAR	-1.57404639567418
USP44	-2.28221282992288
CKAP2	1.38693860842078
THSD1	-1.45486232356841
IGF2BP3	2.06241949883621
ABCB5	-2.83921100599285
IL6	-2.79208524109306
MYO1G	1.13258690493361
TTYH3	1.33781142956149
ABHD17C	1.38486579788078
ALPK3	-2.54681515540171
CHAD	1.51281033422224
LIMD2	1.68037626402706
BRIP1	2.05317537158965
CD302	-1.7559815962822
GALNT5	1.74399365556682
BLK	1.77591158189646
IL36G	1.42808148966333
IL36B	1.25736893906651
CFC1	4.08306561938228
BIN1	-1.62652417919116
GYPC	-1.95875905636033
PALM2AKAP2	-1.84190777848547
OR1J1	1.32515145298589
TMOD1	-2.36730607449947
DAB2IP	-1.10468776017486
ORM1	5.37854866123443
GABBR2	3.246827220647
OR1L4	1.96380857653453
CCN3	-1.53915824045
CCL21	-2.35199824196881
DMRT2	-2.84100850006319
CD72	1.09721767295382
TMEM63B	1.31206494534962
TTBK1	1.77951871406706
PSORS1C2	2.05439555841462
IER3	1.30573282365526
CLPS	2.99774310672746
FGFBP2	-2.76248789665728
FHDC1	1.03229534131449
TTPA	-1.11157328640616
GGH	1.56106042431013
SLCO5A1	1.94368113398216
SULF1	1.90083031050647
MMP27	-2.64108582164469
ARHGAP20	-3.09664486258463
FXYD2	-1.06917161462977
MMP13	6.10123049472493
NUSAP1	3.00647167292958
KIF23	2.57769178888638
ITPKA	3.39658559691275
CEP68	-1.19480710517049
CGREF1	1.02237281478426
SIX3	2.96574730324334
CENPO	1.27749565994179
LOXL4	-1.49873801870966
KIF11	2.43869032938854
FGFR3	2.35497753358802
AOX1	-2.29607298155526
BARD1	1.19418248643493
MSTN	-1.24158175585331
CHRNA1	1.49140803573932
COL8A1	1.01176509617722
LMO3	-1.4560926224031
EPYC	6.07032801823104
TRHDE	-3.71874830231588
SLC16A7	-3.15665276467975
GYS2	-4.87606143304821
SLCO1B3	1.78816409215847
ABCC9	-1.58056607416934
SYT1	2.91895584908067
ACSS3	-1.25780389502482
TMCC3	-1.04602914573185
IRAK3	-1.18302107133671
PTPRB	-1.86691951409416
LYZ	1.36203724923941
FAM189A1	1.68092653493951
FOXN3	-1.60300372963493
LMNB1	2.44625634633988
DNAH3	1.07171173494076
VWF	-2.1008831699709
CASQ2	-3.45934972800829
PROX1	-2.16001947865253
PACC1	1.41968031961181
HSD11B1	-2.489816103361
NDC80	3.01643978562953
MYOM1	-4.73717041504691
DPEP1	2.4606167179397
SLC7A5	2.59129097766057
CYBA	1.01483707001169
SREBF1	1.20383852091742
ADGRD1	-2.43437714600865
SLC6A4	3.38536151480782
LHX5	1.94448829668208
ALDH2	-2.29196210826797
IL17B	-2.03984738929974
FAT2	-2.16707551585969
CIT	1.9895955908851
CORO2B	-2.36135426183658
HCN4	1.14517179973232
SEMA7A	1.39433257772866
LOXL1	1.39068729116666
FLT4	-1.12086480162288
CDHR2	1.61897415740053
SGCA	-1.46012092032193
RBMS2	-1.08936705985061
MEOX2	-2.52182386401578
CALCOCO1	-1.06270043554502
MMD	-2.86832526092267
TSPAN13	1.57455190228871
ZDHHC2	-1.0891152877259
EFCAB1	-2.2973994274178
MCM4	1.77664133933197
MYOM2	-2.53317455613034
LPCAT2	-1.22176653524111
CACNG4	2.37557399764637
KCNH2	2.33642990759077
TRPA1	3.65004552512617
RIMS2	1.9651629911792
MOB3B	-1.39397426509002
LPO	1.0418623791616
PRR11	2.39582223232471
PKMYT1	4.01212837652655
NUBP2	1.07707297269802
ELOB	1.1774418826985
CHTF18	1.87642191947932
TELO2	1.0695790513441
RPE65	-2.6821986929424
IL12RB2	1.38648371456697
WLS	-1.30297110410051
SLC1A1	2.27015326924936
ZNF423	-1.19682500607606
TRAF4	1.0508321572146
ATP2C2	1.27899283130566
GLP2R	-3.35139085318435
DNAH9	-1.42405737387798
GINS1	2.35266174683341
SLC27A6	-2.03857258062365
FBN2	3.16591103753139
ISM1	-2.19076495324334
PCSK2	1.22683490299658
OGN	-2.39376064015635
ZC3H3	1.0697326468155
GSDMD	1.06484689763879
SLC9A3R1	1.85319835105621
CHST8	1.92242392284092
KIRREL2	2.02372931958803
HPN	2.23660897075334
ZBTB32	1.33837884337813
CCNE1	2.80674636660796
CCM2L	-1.63379859872807
CDKN2C	-1.38549248401712
TTC39A	1.39109691274677
CDH20	-3.28242093345675
FBLN1	-1.03417321223582
PPARA	-1.30361586935131
CELSR1	1.57208582046045
PRDX1	1.00425406447011
SHANK3	-1.33101587867214
COPE	1.08517610600255
KLHL13	-2.5765955380887
PAK3	-2.38224960003313
AMMECR1	1.01738880534176
PAFAH1B3	2.48120693645446
SIM1	-1.5254246417757
MYDGF	1.01772572663625
HMG20B	1.00927086857346
ZFR2	1.28995715787515
CRISP3	3.65545707124614
SORCS1	1.60909372241008
MAP3K8	-1.03750806808386
LDB3	-1.45697698242024
ASPA	-2.63937248801652
A1BG	1.48537453273445
PALMD	-2.89468633014432
PLPPR5	3.23692959596494
KIF18A	2.34152551965361
BBOX1	-2.00975112176277
CDC45	2.94192845515868
SYP	1.48331467685697
NOVA2	-1.46280302900942
FAM83E	1.89841589031583
GRIN2D	2.24742842927888
LIG1	1.07831491900867
EHD2	-1.96667035511014
TYR	1.07464403661964
IL37	1.37756361421494
KCNK6	1.40222105720534
ASF1B	3.04071372398857
LIFR	-2.53703833037478
C6	-3.18756086573473
PRKCG	1.23231310323327
NLRP2	1.2629913449205
ATP2B3	2.13004107337765
TNR	1.94228949442446
P4HA1	1.00128768630026
LCN1	3.23116148958175
BARHL1	1.23703475441655
ELANE	-2.34360959587036
LY75	-1.145637009699
CNRIP1	-1.79407765258062
PDZRN3	-1.09761218985735
SELP	-1.80044470106488
EPAS1	-1.97396490755521
EPCAM	1.39699008161832
SGO1	3.02504056038617
KAT2B	-1.4385831091436
WDR76	1.2763402583309
TYRO3	-1.98465464900419
ZNF106	-1.62227345907928
ABCB11	-2.04060047846573
SYT7	1.13365092855513
VAMP8	1.0586750638082
CAPG	1.11659119973646
RND3	-1.35905491737853
GRB14	1.57288511374226
KDR	-1.1232090698186
TNFRSF8	-1.2739007762527
PEX5L	2.17211785422873
EHBP1	-1.27772477862644
TREH	-1.33350702089784
UPK2	1.42707231586407
MCAM	-2.1899810786857
TUBB4A	2.10403789492206
GPSM2	1.13578940991186
LAMC2	-1.28583371801805
MCM6	1.01237555375079
LCT	1.53582933231448
NMU	3.62270403760738
CRACD	2.70236962960159
POLQ	2.50833425359872
ARHGAP31	-1.14034940818015
CD80	2.312652578152
GABRA4	-2.10973752081186
ARHGAP24	-1.24132665490592
FAM13A	-2.46024451384923
PCDH10	1.76163219423331
NDST4	3.50502222585327
ANK2	-2.34935091526874
BCHE	-1.02926249043551
GPAT3	-1.77379375586471
GRIA2	3.23792649162516
PCYOX1	-1.08270674282908
IL21	3.27542301427565
FGF2	-2.70940179646005
UBE2S	2.49665756209081
PALM	-1.34816302941695
IL11	1.41232107188491
BMPR1B	4.14093491734741
NEIL3	3.24357262075671
